BoroCD *,Shape *,FID_STP_NTA_HVI_PGI_REFERENCE,OBJECTID,BoroName,BoroCT2010,PUMA,NTAName,NTACode,Shape_Leng,Borough,ONENYC_HVI,QUINTILES,PGI,PGI_Percent,PGI_High_Low,FID_STP_Neighborhood_Planting_Cycle,BoroCode,BoroName,CommunityBoardWater,CouncilDistrictWater,Zone ID,SUM_Planting_Potential_Cut,Year,Zone_Before,Zone_After,Contract_Area_Percentage,Year_Group,Borough_Year_Group,Phase,Unique,Full_Year,Shape_Length,Shape_Area,Ratio
1935,Polygon,1256,1177,Queens,4061400,4105,Cambria Heights,QN33,6934.403535,4,2.551505,5,0.039643,3.96,Low,381,4,Queens,413,27,4,593,8,22523850.6,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN13274_2034_3,2034,6934.404049,2772036.25,399.751187
985,Polygon,487,451,Brooklyn,3051300,4001,North Side-South Side,BK73,7125.717854,3,0.405641,3,0.054545,5.45,Low,160,3,Brooklyn,301,34,1,204,6,8063784.573,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK01341_2032_2,2032,7125.717778,2777641.28,389.8051209
2703,Polygon,1761,1655,Brooklyn,3016000,4013,Bay Ridge,BK31,7935.153958,3,-0.442369,3,0.058785,5.88,Low,212,3,Brooklyn,310,47,5,206,5,12734487.85,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK10475_2031_2,2031,7935.151535,2785265.356,351.0034237
860,Polygon,387,351,Brooklyn,3036300,4007,Ocean Hill,BK79,8445.46661,3,3.786037,5,0.106887,10.69,High,259,3,Brooklyn,316,41,1,162,2,27242395.58,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK16411_2028_1,2028,8445.46686,2785736.452,329.8499062
1939,Polygon,1259,1180,Queens,4062100,4110,Middle Village,QN21,7528.10542,4,-0.263614,3,0.057629,5.76,Low,310,4,Queens,405,30,6,546,8,15309822.09,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN05306_2034_3,2034,7526.582925,2786662.974,370.2427784
3000,Polygon,1956,1831,Manhattan,1001501,3810,Battery Park City-Lower Manhattan,MN25,9129.191584,1,-0.082107,3,0.042571,4.26,Low,8,1,Manhattan,101,1,2,141,2,4697711.479,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN01012_2028_1,2028,8403.509051,2791507.066,332.183502
1885,Polygon,1215,1136,Queens,4053401,4105,Cambria Heights,QN33,7981.299276,4,2.65241,5,0.039643,3.96,Low,382,4,Queens,413,27,5,649,9,16382427.22,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN13275_2035_3,2035,7981.298643,2799985.726,350.8183131
2155,Polygon,1417,1337,Queens,4113300,4104,Bayside-Bayside Hills,QN46,7001.140073,4,-2.73041,1,0.042371,4.24,Low,357,4,Queens,411,19,6,555,4,19062683.08,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN11196_2030_2,2030,7001.139754,2802944.905,400.355514
835,Polygon,365,329,Brooklyn,3030700,4006,Crown Heights North,BK61,7103.166343,3,4.353316,5,0.076947,7.69,High,203,3,Brooklyn,308,41,2,139,3,8231184.116,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK08412_2029_1,2029,7103.166291,2805795.739,395.0063428
1323,Polygon,760,716,Bronx,2006500,3710,Melrose South-Mott Haven North,BX34,9810.256273,2,4.510738,5,0.10098,10.1,High,72,2,Bronx,201,8,4,139,3,12537309.64,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX01084_2029_1,2029,9812.022051,2810418.865,286.4260649
1034,Polygon,527,491,Brooklyn,3057000,4016,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,8653.4164,3,-1.144836,2,0.059043,5.9,Low,247,3,Brooklyn,315,46,2,220,8,11967835.17,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK15462_2034_3,2034,8653.416556,2824697.043,326.4256407
2433,Polygon,1596,1505,Manhattan,1023600,3803,Central Harlem North-Polo Grounds,MN03,9198.558031,1,1.59426,4,0.066066,6.61,High,55,1,Manhattan,110,9,2,147,5,14901634.91,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN10092_2031_2,2031,9212.950464,2825878.232,306.7289077
2471,Polygon,1623,1531,Brooklyn,3055500,4001,North Side-South Side,BK73,7354.125345,3,-0.010544,3,0.054545,5.45,Low,167,3,Brooklyn,301,33,8,179,9,17588773.06,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK01338_2035_3,2035,7367.959873,2829022.637,383.9628181
3437,Polygon,2200,2060,Queens,4061200,4105,Cambria Heights,QN33,7089.909211,4,1.114012,4,0.039643,3.96,Low,381,4,Queens,413,27,4,593,8,22523850.6,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN13274_2034_3,2034,7089.908522,2833835.938,399.6999297
1329,Polygon,766,720,Bronx,2007100,3710,Melrose South-Mott Haven North,BX34,8622.368701,2,4.019688,5,0.10098,10.1,High,71,2,Bronx,201,17,3,145,3,14543737.69,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX01173_2029_1,2029,8603.570814,2841765.903,330.3007512
1984,Polygon,1287,1208,Queens,4068700,4108,Rego Park,QN18,8070.17681,4,-0.889529,2,0.054644,5.46,Low,313,4,Queens,406,30,1,547,3,18924173.01,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN06301_2029_1,2029,8070.176092,2848052.385,352.9108105
3025,Polygon,1970,1840,Manhattan,1018900,3806,Upper West Side,MN12,6759.952878,1,-0.702992,2,0.040957,4.1,Low,41,1,Manhattan,107,7,1,140,1,11794242.16,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN07071_2027_1,2027,6756.228988,2853684.481,422.378295
1475,Polygon,889,818,Bronx,2036000,3704,Allerton-Pelham Gardens,BX31,7630.0005,2,1.128394,4,0.064049,6.4,High,139,2,Bronx,211,13,13,136,1,5033209.169,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX111313_2027_1,2027,7630.000849,2857375.44,374.4921523
2888,Polygon,1883,1768,Manhattan,1007900,3810,West Village,MN23,10779.21702,1,-1.481857,2,0.042571,4.26,Low,18,1,Manhattan,102,3,5,151,5,14888495.83,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN02035_2031_2,2031,8471.699226,2857995.468,337.3579953
2729,Polygon,1776,1670,Manhattan,1016300,3806,Upper West Side,MN12,9751.043924,1,-4.895033,1,0.040957,4.1,Low,43,1,Manhattan,107,6,3,150,7,12835476.94,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN07063_2033_3,2033,9751.043524,2861240.791,293.4291888
2013,Polygon,1312,1233,Queens,4077903,4106,Kew Gardens Hills,QN37,7152.849076,4,-4.230749,1,0.064509,6.45,High,337,4,Queens,408,24,10,590,8,29591203.08,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN082410_2034_3,2034,7152.848169,2865963.571,400.674459
2225,Polygon,1463,1379,Bronx,2028500,3701,Spuyten Duyvil-Kingsbridge,BX29,10766.2107,2,-1.026182,2,0.063395,6.34,High,96,2,Bronx,208,11,3,157,4,10382853.98,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX08113_2030_2,2030,10750.86652,2872853.604,267.220656
2694,Polygon,1755,1649,Brooklyn,3016600,4013,Dyker Heights,BK30,6807.469319,3,-1.648343,2,0.058785,5.88,Low,210,3,Brooklyn,310,38,3,209,5,9282077.12,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK10383_2031_2,2031,6807.469376,2873245.667,422.0725072
1308,Polygon,751,707,Bronx,2004400,3709,Soundview-Bruckner,BX55,8675.983416,2,1.639932,4,0.091985,9.2,High,107,2,Bronx,209,18,3,180,2,8096795.814,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX09183_2028_1,2028,8675.983339,2884623.965,332.4838064
1457,Polygon,880,809,Bronx,2032400,3704,Bronxdale,BX07,7625.534428,2,0.33,3,0.064049,6.4,High,130,2,Bronx,211,13,4,202,5,5878580.953,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX11134_2031_2,2031,7628.351388,2885291.26,378.2326106
2701,Polygon,1760,1654,Brooklyn,3015200,4013,Dyker Heights,BK30,8535.442365,3,-3.250385,1,0.058785,5.88,Low,211,3,Brooklyn,310,50,4,194,2,24277775.98,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK10504_2028_1,2028,8535.442635,2885718.757,338.0865973
2326,Polygon,1531,1444,Brooklyn,3013400,4013,Bay Ridge,BK31,8713.72798,3,-3.335222,1,0.058785,5.88,Low,213,3,Brooklyn,310,47,6,197,8,30963178.49,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK10476_2034_3,2034,8713.662579,2887183.404,331.3398216
1972,Polygon,1276,1197,Queens,4065703,4110,Middle Village,QN21,7352.98116,4,-1.561144,2,0.057629,5.76,Low,310,4,Queens,405,30,6,546,8,15309822.09,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN05306_2034_3,2034,7352.981149,2889534.637,392.9745743
2642,Polygon,1723,1617,Manhattan,1023700,3802,Hamilton Heights,MN04,7073.400387,1,-1.632229,2,0.081263,8.13,High,50,1,Manhattan,109,7,1,134,5,15750378.64,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN09071_2031_2,2031,7065.892653,2896638.808,409.9466196
3432,Polygon,2195,2055,Brooklyn,3004700,4005,Carroll Gardens-Columbia Street-Red Hook,BK33,9753.777852,3,1.09435,4,0.042902,4.29,Low,196,3,Brooklyn,306,38,3,212,1,32793970.14,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK06383_2027_1,2027,9857.70155,2898613,294.0455222
1701,Polygon,1080,1001,Queens,4024000,4112,Jamaica,QN61,8002.029764,4,-0.885353,2,0.053471,5.35,Low,369,4,Queens,412,27,7,539,4,28280262.9,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN12277_2030_2,2030,8002.158887,2901908.448,362.6406935
2220,Polygon,1461,1377,Bronx,2027900,3701,Van Cortlandt Village,BX28,9082.423599,2,-3.326568,1,0.063395,6.34,High,100,2,Bronx,208,11,7,166,1,10381152.82,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX08117_2027_1,2027,9084.03704,2910722.33,320.4216713
1705,Polygon,1082,1003,Queens,4024500,4109,Woodside,QN63,7817.697918,4,-1.109616,2,0.053331,5.33,Low,294,4,Queens,402,26,2,562,1,16254199.11,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN02262_2027_1,2027,7817.724051,2911456.465,372.4174
3497,Polygon,2230,2089,Manhattan,1030900,3801,Marble Hill-Inwood,MN01,7741.240671,2,0.423616,3,0.066377,6.64,High,97,2,Bronx,208,11,4,191,1,11112856.64,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX08114_2027_1,2027,7314.277835,2922714.874,399.5903547
3383,Polygon,2170,2030,Manhattan,1016200,3804,East Harlem South,MN33,10008.85722,1,0.525952,3,0.071968,7.2,High,59,1,Manhattan,111,8,3,140,6,9467685.47,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN11083_2032_2,2032,10045.79236,2926673.115,291.3332278
2457,Polygon,1614,1522,Bronx,2041800,3702,Woodlawn-Wakefield,BX62,7326.950725,2,1.655111,4,0.07408,7.41,High,142,2,Bronx,212,11,1,152,6,4785348.328,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX12111_2032_2,2032,7326.950926,2930549.204,399.9684498
3220,Polygon,2071,1936,Queens,4094700,4103,College Point,QN23,8723.378664,4,-0.348323,3,0.080454,8.05,High,321,4,Queens,407,19,5,453,9,44939667.56,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN07195_2035_3,2035,8723.379364,2935620.821,336.523347
1391,Polygon,835,764,Bronx,2020000,3704,Van Nest-Morris Park-Westchester Square,BX37,10983.64062,2,2.531067,5,0.064049,6.4,High,119,2,Bronx,210,18,5,171,2,10479885.81,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX10185_2028_1,2028,7302.66122,2940094.091,402.605845
2567,Polygon,1674,1578,Queens,4008500,4101,Queensbridge-Ravenswood-Long Island City,QN68,11142.32742,4,2.629734,5,0.063144,6.31,High,292,4,Queens,401,26,5,423,5,35229833.48,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN01265_2031_2,2031,11142.3272,2942373.128,264.0716858
1853,Polygon,1188,1109,Queens,4049600,4105,Queens Village,QN34,6798.282431,4,1.571141,4,0.039643,3.96,Low,392,4,Queens,413,23,15,620,4,17301731.23,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN132315_2030_2,2030,6798.282326,2943686.954,433.0045169
3117,Polygon,2015,1884,Manhattan,1027500,3801,Washington Heights North,MN35,11146.49565,1,-7.983288,1,0.066377,6.64,High,64,1,Manhattan,112,10,3,138,3,11462549.14,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN12103_2029_1,2029,11145.3513,2947388.512,264.4500323
598,Polygon,189,153,Brooklyn,3000200,4012,Sunset Park West,BK32,9075.285153,3,4.640108,5,0.071872,7.19,High,198,3,Brooklyn,307,38,1,186,3,44572588.21,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK07381_2029_1,2029,9075.285507,2952085.32,325.2884241
3285,Polygon,2113,1978,Queens,4077905,4106,Kew Gardens Hills,QN37,8334.232733,4,-3.922315,1,0.064509,6.45,High,337,4,Queens,408,24,10,590,8,29591203.08,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN082410_2034_3,2034,8334.232694,2958848.724,355.0235316
994,Polygon,494,458,Brooklyn,3051900,4001,North Side-South Side,BK73,7491.909144,3,0.456333,3,0.054545,5.45,Low,161,3,Brooklyn,301,34,2,194,6,14582278.39,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK01342_2032_2,2032,7491.909304,2959879.177,395.0767497
2629,Polygon,1716,1610,Manhattan,1022500,3802,Hamilton Heights,MN04,7936.633921,1,0.273075,3,0.081263,8.13,High,51,1,Manhattan,109,7,2,136,2,11469321.19,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN09072_2028_1,2028,7936.633913,2960365.586,373.0001433
2714,Polygon,1768,1662,Queens,4049302,4110,Maspeth,QN30,8835.463741,4,-0.02505,3,0.057629,5.76,Low,305,4,Queens,405,30,1,562,6,14408764.8,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN05301_2032_2,2032,8835.463891,2966705.991,335.7725217
2360,Polygon,1550,1462,Bronx,2020100,3708,Highbridge,BX26,7254.025562,2,0.051183,3,0.108007,10.8,High,79,2,Bronx,204,16,1,168,9,11003446.75,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX04161_2035_3,2035,7254.02496,2967240.263,409.0474295
2163,Polygon,1422,1342,Bronx,2034500,3701,North Riverdale-Fieldston-Riverdale,BX22,7760.482951,2,-3.890523,1,0.063395,6.34,High,95,2,Bronx,208,11,2,181,7,9184774.868,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX08112_2033_3,2033,7760.473798,2976376.471,383.5302519
2442,Polygon,1604,1513,Manhattan,1020500,3802,Morningside Heights,MN09,7148.866906,1,-5.84387,1,0.081263,8.13,High,53,1,Manhattan,109,7,4,121,8,7300529.526,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN09074_2034_3,2034,7148.866488,2977091.341,416.4424312
1818,Polygon,1162,1083,Queens,4044302,4107,Corona,QN25,6885.487723,4,1.760482,4,0.074167,7.42,High,302,4,Queens,404,21,2,635,4,20031626.59,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN04212_2030_2,2030,6885.487722,2992542.411,434.6158954
2881,Polygon,1878,1764,Bronx,2024800,3704,Pelham Parkway,BX49,7490.075309,2,-2.286177,1,0.064049,6.4,High,130,2,Bronx,211,13,4,202,5,5878580.953,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX11134_2031_2,2031,7489.966666,2993289.699,399.6399227
3503,Polygon,2234,2093,Queens,4021400,4106,Briarwood-Jamaica Hills,QN35,8483.303994,4,0.371599,3,0.064509,6.45,High,328,4,Queens,408,24,1,558,2,17088639.76,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN08241_2028_1,2028,6979.56394,2995714.286,429.2122419
1663,Polygon,1049,970,Queens,4015802,4113,South Ozone Park,QN55,7751.28564,4,0.858741,4,0.056965,5.7,Low,344,4,Queens,410,28,1,548,8,11854329.21,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN10281_2034_3,2034,7751.285592,2997105.633,386.6591673
2367,Polygon,1554,1466,Manhattan,1021900,3802,Manhattanville,MN06,7855.51733,1,3.192214,5,0.081263,8.13,High,51,1,Manhattan,109,7,2,136,2,11469321.19,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN09072_2028_1,2028,7846.742019,3004721.59,382.9260071
2075,Polygon,1353,1274,Queens,4112300,4104,Bayside-Bayside Hills,QN46,7802.592836,4,-0.873342,2,0.042371,4.24,Low,356,4,Queens,411,19,5,563,4,28570679.75,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN11195_2030_2,2030,7802.59253,3005835.74,385.2355135
3265,Polygon,2098,1963,Queens,4080302,4103,Queensboro Hill,QN62,14645.20125,4,-2.852254,1,0.080454,8.05,High,325,4,Queens,407,20,9,669,8,20072827.09,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN07209_2034_3,2034,10612.37458,3011323.376,283.7558505
2715,Polygon,1769,1663,Queens,4051100,4110,Maspeth,QN30,9402.499732,4,-1.540546,2,0.057629,5.76,Low,305,4,Queens,405,30,1,562,6,14408764.8,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN05301_2032_2,2032,9402.499186,3048270.43,324.1978935
626,Polygon,209,173,Brooklyn,3007500,4005,Carroll Gardens-Columbia Street-Red Hook,BK33,7513.311231,3,-1.771519,2,0.042902,4.29,Low,197,3,Brooklyn,306,39,4,223,7,14244972.63,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK06394_2033_3,2033,7513.636007,3051965.705,406.1902522
3655,Polygon,2308,2160,Queens,4038100,4102,North Corona,QN26,7023.125031,4,-0.99109,2,0.061023,6.1,High,297,4,Queens,403,21,1,643,8,15829117.06,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN03211_2034_3,2034,7023.125135,3063143.501,436.1510642
1371,Polygon,818,749,Bronx,2016600,3703,Schuylerville-Throgs Neck-Edgewater Park,BX52,7735.978458,2,-1.970051,1,0.052378,5.24,Low,115,2,Bronx,210,13,1,182,5,29598687.49,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX10131_2031_2,2031,7735.97792,3078388.631,397.9314138
2145,Polygon,1408,1329,Queens,4020400,4112,Jamaica,QN61,8843.42769,4,2.049036,4,0.053471,5.35,Low,369,4,Queens,412,27,7,539,4,28280262.9,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN12277_2030_2,2030,8843.427864,3087690.329,349.150847
2015,Polygon,1314,1235,Queens,4077906,4106,Kew Gardens Hills,QN37,7666.130418,4,-1.376807,2,0.064509,6.45,High,335,4,Queens,408,24,8,602,9,33301214.58,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN08248_2035_3,2035,7666.130789,3088389.522,402.8615748
2023,Polygon,1319,1240,Queens,4079900,4103,Queensboro Hill,QN62,7817.634903,4,-0.368599,3,0.080454,8.05,High,325,4,Queens,407,20,9,669,8,20072827.09,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN07209_2034_3,2034,7817.635876,3090324.335,395.3016467
3624,Polygon,2293,2145,Queens,4049200,4106,Jamaica Estates-Holliswood,QN06,10958.1517,4,-2.072572,1,0.064509,6.45,High,332,4,Queens,408,23,5,657,5,30214887.7,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN08235_2031_2,2031,7987.987318,3094662.648,387.414567
1538,Polygon,950,871,Bronx,2046000,3702,Eastchester-Edenwald-Baychester,BX03,7506.140437,2,1.649082,4,0.07408,7.41,High,149,2,Bronx,212,12,8,194,6,7502769.409,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX12128_2032_2,2032,7504.90292,3096018.661,412.5328061
2021,Polygon,1318,1239,Queens,4079702,4103,Flushing,QN22,8435.366651,4,-3.371825,1,0.080454,8.05,High,320,4,Queens,407,20,4,550,9,51296858.62,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN07204_2035_3,2035,8422.094785,3098953.657,367.9552102
3491,Polygon,2228,2087,Brooklyn,3003100,4004,Fort Greene,BK68,7675.344425,3,-2.255107,1,0.047199,4.72,Low,171,3,Brooklyn,302,35,4,202,1,6699998.62,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK02354_2027_1,2027,7667.504204,3102376.223,404.6135666
2129,Polygon,1394,1315,Queens,4145900,4104,Auburndale,QN48,8573.259643,4,-0.561559,3,0.042371,4.24,Low,359,4,Queens,411,20,8,566,3,19076430.38,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN11208_2029_1,2029,8851.5019,3106025.897,350.9038277
1200,Polygon,662,626,Brooklyn,3094600,4010,Rugby-Remsen Village,BK96,8936.452474,3,3.972418,5,0.058754,5.88,Low,266,3,Brooklyn,317,45,5,198,2,16793829.38,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK17455_2028_1,2028,8934.846233,3111081.919,348.1964701
2357,Polygon,1547,1459,Brooklyn,3004600,4013,Bay Ridge,BK31,10798.11809,3,-2.846384,1,0.058785,5.88,Low,213,3,Brooklyn,310,47,6,197,8,30963178.49,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK10476_2034_3,2034,10797.91347,3113581.606,288.3503015
3466,Polygon,2215,2074,Bronx,2009600,3709,Westchester-Unionport,BX59,13862.70296,2,3.100704,5,0.091985,9.2,High,119,2,Bronx,210,18,5,171,2,10479885.81,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX10185_2028_1,2028,9822.544487,3118458.734,317.4797262
2947,Polygon,1924,1802,Brooklyn,3094401,4009,Flatlands,BK58,10056.02358,3,2.998176,5,0.044999,4.5,Low,277,3,Brooklyn,318,45,8,228,1,14759523.02,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK18458_2027_1,2027,8049.387581,3129158.369,388.7448999
2574,Polygon,1677,1581,Brooklyn,3001300,4004,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,7513.124971,3,-1.887422,1,0.047199,4.72,Low,169,3,Brooklyn,302,33,2,199,7,8879411.791,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK02332_2033_3,2033,7513.088746,3138583.692,417.7487846
3098,Polygon,2008,1877,Manhattan,1006200,3808,Murray Hill-Kips Bay,MN20,11930.71017,1,-0.779162,2,0.055001,5.5,Low,37,1,Manhattan,106,4,2,131,1,14855852.4,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN06042_2027_1,2027,10699.12969,3140457.083,293.5245364
2834,Polygon,1845,1731,Bronx,2015200,3703,Schuylerville-Throgs Neck-Edgewater Park,BX52,8887.222579,2,-0.77494,2,0.052378,5.24,Low,118,2,Bronx,210,13,4,172,5,6864443.122,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX10134_2031_2,2031,8887.222495,3151751.234,354.6384976
3677,Polygon,2315,2166,Bronx,2042500,3706,Norwood,BX43,8354.344207,2,0.389436,3,0.092937,9.29,High,91,2,Bronx,207,11,3,147,5,16250597.25,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX07113_2031_2,2031,8350.200805,3155043.002,377.8403748
2268,Polygon,1493,1409,Queens,4074700,4108,Forest Hills,QN17,9967.957099,4,-2.610929,1,0.054644,5.46,Low,314,4,Queens,406,29,2,538,6,32232706.65,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN06292_2032_2,2032,9967.957514,3179961.906,319.0184049
2079,Polygon,1356,1277,Queens,4115100,4103,Murray Hill,QN51,7208.364861,4,-5.706893,1,0.080454,8.05,High,323,4,Queens,407,19,7,552,5,21981210.94,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN07197_2031_2,2031,7208.365539,3192264.956,442.8555875
956,Polygon,461,425,Brooklyn,3046800,4014,Borough Park,BK88,8977.740374,3,-4.289045,1,0.077196,7.72,High,232,3,Brooklyn,312,44,7,203,9,27191835.67,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK12447_2035_3,2035,8977.740873,3193207.326,355.6804959
3332,Polygon,2141,2006,Brooklyn,3055700,4001,North Side-South Side,BK73,7418.205452,3,-0.432713,3,0.054545,5.45,Low,167,3,Brooklyn,301,33,8,179,9,17588773.06,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK01338_2035_3,2035,7408.074832,3194093.21,431.1637344
3486,Polygon,2225,2084,Brooklyn,3090800,4007,Brownsville,BK81,7555.777953,3,4.907881,5,0.106887,10.69,High,259,3,Brooklyn,316,41,1,162,2,27242395.58,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK16411_2028_1,2028,7555.778245,3194827.871,422.8324029
1947,Polygon,1264,1185,Queens,4063200,4105,Laurelton,QN66,9413.620912,4,1.309581,4,0.039643,3.96,Low,390,4,Queens,413,31,13,617,3,13251990.85,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN133113_2029_1,2029,9413.621458,3194844.158,339.3852379
3554,Polygon,2255,2114,Brooklyn,3114201,4008,Cypress Hills-City Line,BK83,10548.1649,3,0.214544,3,0.114084,11.41,High,193,3,Brooklyn,305,37,12,170,8,11915443.72,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK053712_2034_3,2034,10569.56924,3195818.337,302.3603199
2289,Polygon,1507,1422,Queens,4019400,4112,South Jamaica,QN01,7753.725027,4,0.305264,3,0.053471,5.35,Low,373,4,Queens,412,28,11,563,2,17405261.08,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN122811_2028_1,2028,7753.725534,3230544.338,416.644144
382,Polygon,12,12,Staten Island,5019700,3903,Westerleigh,SI07,9097.697479,5,-4.220306,1,0.091963,9.2,High,402,5,Staten Island,501,50,2,1191,6,28442159.17,<Null>,<Null>,6-Apr,"Staten Island, Year 4-6",Phase 2,ST01502_2032_2,2032,9097.697275,3231719.933,355.2239468
3282,Polygon,2111,1976,Queens,4022002,4106,Briarwood-Jamaica Hills,QN35,10762.21294,4,-2.270907,1,0.064509,6.45,High,328,4,Queens,408,24,1,558,2,17088639.76,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN08241_2028_1,2028,10761.42447,3237213.174,300.8164192
