BoroCD *,Shape *,FID_STP_NTA_HVI_PGI_REFERENCE,OBJECTID,BoroName,BoroCT2010,PUMA,NTAName,NTACode,Shape_Leng,Borough,ONENYC_HVI,QUINTILES,PGI,PGI_Percent,PGI_High_Low,FID_STP_Neighborhood_Planting_Cycle,BoroCode,BoroName,CommunityBoardWater,CouncilDistrictWater,Zone ID,SUM_Planting_Potential_Cut,Year,Zone_Before,Zone_After,Contract_Area_Percentage,Year_Group,Borough_Year_Group,Phase,Unique,Full_Year,Shape_Length,Shape_Area,Ratio
2223,Polygon,1462,1378,Brooklyn,3050000,4012,Windsor Terrace,BK40,6592.474239,3,-1.443543,2,0.071872,7.19,High,231,3,Brooklyn,312,39,6,195,6,12977139.76,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK12396_2032_2,2032,3289.296731,662694.9931,201.4701157
3277,Polygon,2107,1972,Queens,4108500,4104,Bayside-Bayside Hills,QN46,9355.71166,4,-2.305244,1,0.042371,4.24,Low,323,4,Queens,407,19,7,552,5,21981210.94,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN07197_2031_2,2031,4036.203396,671897.7741,166.4677689
2204,Polygon,1451,1367,Bronx,2025700,3707,University Heights-Morris Heights,BX36,8960.881191,2,-2.815754,1,0.118484,11.85,High,85,2,Bronx,205,14,3,132,5,7568846.302,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX05143_2031_2,2031,5696.006193,674264.3045,118.3749248
2218,Polygon,1459,1375,Bronx,2023302,3707,Mount Hope,BX41,3601.911516,2,3.711731,5,0.118484,11.85,High,84,2,Bronx,205,15,2,114,8,16957028.35,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX05152_2034_3,2034,3601.911753,678959.3567,188.4997199
1169,Polygon,638,602,Brooklyn,3087800,4011,Prospect Lefferts Gardens-Wingate,BK60,6146.794822,3,4.367053,5,0.075709,7.57,High,205,3,Brooklyn,309,40,1,190,3,16310979.4,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK09401_2029_1,2029,3298.131681,679608.4355,206.0586117
1302,Polygon,743,702,Bronx,2003800,3709,Soundview-Castle Hill-Clason Point-Harding Park,BX09,3473.805706,2,0.532436,3,0.091985,9.2,High,113,2,Bronx,209,18,9,149,5,29595189.07,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX09189_2031_2,2031,3473.805953,682166.116,196.3742723
2190,Polygon,1442,1358,Bronx,2040302,3706,Bedford Park-Fordham North,BX05,4475.294226,2,2.105269,4,0.092937,9.29,High,90,2,Bronx,207,11,2,153,5,12130426.45,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX07112_2031_2,2031,4475.294108,682700.8297,152.5488187
1792,Polygon,1144,1065,Queens,4039900,4107,Corona,QN25,6230.526352,4,-1.393187,2,0.074167,7.42,High,297,4,Queens,403,21,1,643,8,15829117.06,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN03211_2034_3,2034,3370.958019,684579.6486,203.0816298
2170,Polygon,1426,1345,Bronx,2036902,3705,East Tremont,BX17,3456.827486,2,2.830338,5,0.093919,9.39,High,88,2,Bronx,206,15,3,126,5,9823136.185,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX06153_2031_2,2031,3456.827736,686267.0114,198.5250825
1820,Polygon,1164,1085,Queens,4044602,4112,Jamaica,QN61,5531.970473,4,1.531697,4,0.053471,5.35,Low,329,4,Queens,408,24,2,627,9,23625902.89,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN08242_2035_3,2035,3833.546595,686793.0399,179.1534348
579,Polygon,174,138,Manhattan,1023900,3801,Washington Heights South,MN36,3635.962286,1,1.462616,4,0.066377,6.64,High,67,1,Manhattan,112,10,6,142,6,18697291.2,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN12106_2032_2,2032,3635.962583,687269.1987,189.0198766
2387,Polygon,1568,1478,Brooklyn,3078800,4015,Flatbush,BK42,5903.99276,3,3.401062,5,0.072634,7.26,High,265,3,Brooklyn,317,45,4,203,5,20423168.13,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK17454_2031_2,2031,5748.575758,697184.8792,121.2795845
2856,Polygon,1855,1741,Brooklyn,3061004,4018,Brighton Beach,BK19,7049.481479,3,-1.576765,2,0.075242,7.52,High,253,3,Brooklyn,315,48,8,191,7,14511343.13,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK15488_2033_3,2033,5507.432893,705533.6625,128.1057212
3014,Polygon,1968,1838,Manhattan,1014500,3806,Lincoln Square,MN14,5897.719054,1,-2.04639,1,0.040957,4.1,Low,19,1,Manhattan,104,3,1,133,6,15817117.22,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN04031_2032_2,2032,4767.18232,710367.2671,149.011978
2941,Polygon,1922,1800,Brooklyn,3035601,4018,West Brighton,BK23,3524.8364,3,-4.4294,1,0.075242,7.52,High,235,3,Brooklyn,313,47,3,191,4,19946844.94,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK13473_2030_2,2030,3524.775663,719492.5223,204.1243447
377,Polygon,8,8,Staten Island,5013301,3903,West New Brighton-New Brighton-St. George,SI22,3428.31229,5,-0.244504,3,0.091963,9.2,High,403,5,Staten Island,501,49,3,1259,8,42030829,<Null>,<Null>,9-Jul,"Staten Island, Year 7-9",Phase 3,ST01493_2034_3,2034,3428.312396,721784.6234,210.5364214
3005,Polygon,1959,1833,Manhattan,1005000,3808,Gramercy,MN21,5473.369033,1,-1.451226,2,0.055001,5.5,Low,29,1,Manhattan,105,2,6,152,4,4345814.029,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN05026_2030_2,2030,4465.295762,722709.9599,161.8504122
3358,Polygon,2158,2020,Bronx,2026701,3701,Van Cortlandt Village,BX28,3657.820137,2,1.250146,4,0.063395,6.34,High,102,2,Bronx,208,14,9,128,1,4665996.071,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX08149_2027_1,2027,3460.26484,723083.7529,208.9677485
1505,Polygon,923,844,Bronx,2040304,3701,Van Cortlandt Village,BX28,3459.318919,2,2.292747,5,0.063395,6.34,High,90,2,Bronx,207,11,2,153,5,12130426.45,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX07112_2031_2,2031,3459.31904,723328.3764,209.095596
1411,Polygon,851,780,Bronx,2023704,3707,Fordham South,BX40,3619.405267,2,3.536358,5,0.118484,11.85,High,84,2,Bronx,205,15,2,114,8,16957028.35,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX05152_2034_3,2034,3619.404769,727296.2616,200.9436104
2183,Polygon,1437,1354,Bronx,2023501,3707,Mount Hope,BX41,4891.910824,2,2.551632,5,0.118484,11.85,High,84,2,Bronx,205,15,2,114,8,16957028.35,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX05152_2034_3,2034,4891.911174,731673.2474,149.5679748
1399,Polygon,842,771,Bronx,2022101,3708,West Concourse,BX63,3869.828537,2,3.880828,5,0.108007,10.8,High,80,2,Bronx,204,16,2,160,3,8352980.89,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX04162_2029_1,2029,3869.779044,732136.0225,189.1932367
1382,Polygon,828,758,Bronx,2018301,3708,East Concourse-Concourse Village,BX14,4086.365666,2,3.014624,5,0.108007,10.8,High,82,2,Bronx,204,16,4,164,6,18153683.26,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX04164_2032_2,2032,4087.188939,734643.8958,179.743072
1392,Polygon,835,764,Bronx,2020000,3704,Van Nest-Morris Park-Westchester Square,BX37,10983.64062,2,2.531067,5,0.064049,6.4,High,135,2,Bronx,211,13,9,178,3,16178011.93,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX11139_2029_1,2029,4994.860661,738722.88,147.8965941
1909,Polygon,1234,1155,Queens,4057900,4110,Glendale,QN19,4086.235168,4,1.063688,4,0.057629,5.76,Low,312,4,Queens,405,30,8,568,3,24678991.57,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN05308_2029_1,2029,4085.078378,742243.5173,181.6962733
3428,Polygon,2193,2053,Brooklyn,3093200,4010,East Flatbush-Farragut,BK91,6930.881153,3,5.656745,5,0.058754,5.88,Low,276,3,Brooklyn,318,45,7,221,7,9395831.987,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK18457_2033_3,2033,4541.259583,742701.3122,163.5452232
568,Polygon,165,129,Manhattan,1021500,3803,Central Harlem North-Polo Grounds,MN03,5034.473232,1,1.626294,4,0.066066,6.61,High,54,1,Manhattan,110,9,1,142,8,14134630.13,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN10091_2034_3,2034,5034.475444,750458.9038,149.0639714
2465,Polygon,1620,1528,Brooklyn,3035300,4006,Crown Heights North,BK61,6099.146659,3,2.092087,4,0.076947,7.69,High,202,3,Brooklyn,308,36,1,190,6,23372888.9,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK08361_2032_2,2032,3494.652134,752264.8486,215.2617256
2463,Polygon,1619,1527,Brooklyn,3035100,4006,Crown Heights North,BK61,6101.303434,3,2.54441,5,0.076947,7.69,High,203,3,Brooklyn,308,41,2,139,3,8231184.116,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK08412_2029_1,2029,3494.280535,752633.5386,215.39013
2445,Polygon,1606,1515,Brooklyn,3034900,4006,Crown Heights North,BK61,6098.133457,3,3.407823,5,0.076947,7.69,High,203,3,Brooklyn,308,41,2,139,3,8231184.116,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK08412_2029_1,2029,3494.829125,752964.0974,215.4509049
1352,Polygon,796,736,Bronx,2013100,3710,Longwood,BX33,6532.351951,2,4.878177,5,0.10098,10.1,High,76,2,Bronx,203,17,2,148,6,26150215.65,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX03172_2032_2,2032,4225.69134,754408.573,178.5290293
1491,Polygon,907,831,Bronx,2038302,3707,Fordham South,BX40,8040.011159,2,4.891925,5,0.118484,11.85,High,87,2,Bronx,206,15,2,116,8,20334857.27,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX06152_2034_3,2034,6069.635358,755133.1018,124.4116091
1805,Polygon,1151,1072,Queens,4040700,4102,North Corona,QN26,8744.53336,4,0.943803,4,0.061023,6.1,High,303,4,Queens,404,21,3,596,7,16137724.9,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN04213_2033_3,2033,4203.609579,758360.8522,180.4070616
1807,Polygon,1152,1073,Queens,4040900,4102,North Corona,QN26,7998.159498,4,1.547721,4,0.061023,6.1,High,303,4,Queens,404,21,3,596,7,16137724.9,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN04213_2033_3,2033,4565.386377,762701.8735,167.0618455
1318,Polygon,758,714,Bronx,2005902,3708,East Concourse-Concourse Village,BX14,5206.202394,2,2.186156,5,0.108007,10.8,High,82,2,Bronx,204,16,4,164,6,18153683.26,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX04164_2032_2,2032,5206.20887,766665.2885,147.2598022
1803,Polygon,1150,1071,Queens,4040500,4102,North Corona,QN26,6913.7056,4,0.924529,4,0.061023,6.1,High,303,4,Queens,404,21,3,596,7,16137724.9,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN04213_2033_3,2033,3671.528654,769153.99,209.491485
652,Polygon,227,191,Brooklyn,3011800,4012,Sunset Park East,BK34,7958.054617,3,1.441466,4,0.071872,7.19,High,214,3,Brooklyn,310,47,7,196,8,12591915.32,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK10477_2034_3,2034,6648.154149,775487.5449,116.6470463
2945,Polygon,1924,1802,Brooklyn,3094401,4009,Flatlands,BK58,10056.02358,3,2.998176,5,0.044999,4.5,Low,266,3,Brooklyn,317,45,5,198,2,16793829.38,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK17455_2028_1,2028,4002.268419,776087.8337,193.91199
3094,Polygon,2007,1876,Staten Island,5012806,3901,Oakwood-Oakwood Beach,SI25,16938.55963,5,-5.311505,1,<Null>,<Null>,<Null>,411,5,Staten Island,502,50,4,1258,1,59978123.77,<Null>,<Null>,3-Jan,"Staten Island, Year 1-3",Phase 1,ST02504_2027_1,2027,3696.580695,777261.6037,210.2650173
2896,Polygon,1895,1774,Brooklyn,3046201,4015,Flatbush,BK42,4984.099431,3,-0.961684,2,0.072634,7.26,High,232,3,Brooklyn,312,44,7,203,9,27191835.67,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK12447_2035_3,2035,4038.386844,790176.4232,195.6663524
514,Polygon,131,95,Manhattan,1015601,3805,Yorkville,MN32,4004.824471,1,-0.200937,3,0.032843,3.28,Low,46,1,Manhattan,108,5,2,110,9,12520186.52,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN08052_2035_3,2035,4004.824522,791912.4682,197.7396173
503,Polygon,122,86,Manhattan,1014601,3805,Yorkville,MN32,4016.133143,1,-0.620328,2,0.032843,3.28,Low,45,1,Manhattan,108,5,1,135,3,17364034.94,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN08051_2029_1,2029,4016.132952,799879.7619,199.1666539
746,Polygon,293,257,Brooklyn,3022700,4004,Clinton Hill,BK69,6861.719709,3,2.200399,5,0.047199,4.72,Low,172,3,Brooklyn,302,35,5,223,4,18197031.26,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK02355_2030_2,2030,3675.598842,800013.3744,217.6552472
501,Polygon,121,85,Manhattan,1014401,3805,Yorkville,MN32,4014.624721,1,-1.550516,2,0.032843,3.28,Low,45,1,Manhattan,108,5,1,135,3,17364034.94,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN08051_2029_1,2029,4014.609712,800235.6396,199.3308682
2502,Polygon,1635,1543,Manhattan,1007200,3808,Murray Hill-Kips Bay,MN20,5722.944119,1,-0.744295,2,0.055001,5.5,Low,27,1,Manhattan,105,4,4,165,1,4411129.722,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN05044_2027_1,2027,4150.892377,801168.2738,193.0110928
618,Polygon,206,170,Brooklyn,3006900,4004,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,5563.971241,3,-1.520798,2,0.047199,4.72,Low,174,3,Brooklyn,302,33,7,185,4,6669247.411,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK02337_2030_2,2030,4101.795435,801187.7962,195.3261222
2996,Polygon,1952,1827,Brooklyn,3009000,4012,Sunset Park East,BK34,5208.353728,3,-0.012461,3,0.071872,7.19,High,230,3,Brooklyn,312,39,5,201,6,10982373.97,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK12395_2032_2,2032,3612.375675,806049.4107,223.1355438
682,Polygon,245,209,Brooklyn,3014900,4005,Park Slope-Gowanus,BK37,6519.148058,3,-1.96923,1,0.042902,4.29,Low,194,3,Brooklyn,306,39,1,207,1,20859552.55,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK06391_2027_1,2027,4143.609826,807279.5802,194.8251921
1490,Polygon,907,831,Bronx,2038302,3707,Fordham South,BX40,8040.011159,2,4.891925,5,0.118484,11.85,High,84,2,Bronx,205,15,2,114,8,16957028.35,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX05152_2034_3,2034,5279.700464,808346.7811,153.1046669
639,Polygon,220,184,Brooklyn,3010600,4012,Sunset Park East,BK34,5203.318579,3,1.406922,4,0.071872,7.19,High,199,3,Brooklyn,307,38,2,153,3,12506392.27,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK07382_2029_1,2029,3642.832684,811933.3227,222.8851537
585,Polygon,179,143,Manhattan,1025900,3803,Central Harlem North-Polo Grounds,MN03,5511.333384,1,1.722538,4,0.066066,6.61,High,54,1,Manhattan,110,9,1,142,8,14134630.13,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN10091_2034_3,2034,5511.33314,812122.9703,147.3550863
2423,Polygon,1590,1500,Brooklyn,3009400,4012,Sunset Park East,BK34,5203.583962,3,-0.043752,3,0.071872,7.19,High,198,3,Brooklyn,307,38,1,186,3,44572588.21,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK07381_2029_1,2029,3642.784533,812257.592,222.9771167
642,Polygon,221,185,Brooklyn,3010800,4012,Sunset Park East,BK34,5203.5166,3,1.904998,4,0.071872,7.19,High,229,3,Brooklyn,312,43,4,206,3,12073401.29,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK12434_2029_1,2029,3642.869812,812274.1456,222.976441
641,Polygon,221,185,Brooklyn,3010800,4012,Sunset Park East,BK34,5203.5166,3,1.904998,4,0.071872,7.19,High,199,3,Brooklyn,307,38,2,153,3,12506392.27,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK07382_2029_1,2029,3643.770289,812575.7201,223.0041017
640,Polygon,220,184,Brooklyn,3010600,4012,Sunset Park East,BK34,5203.318579,3,1.406922,4,0.071872,7.19,High,229,3,Brooklyn,312,43,4,206,3,12073401.29,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK12434_2029_1,2029,3643.327334,812851.2687,223.1068455
2424,Polygon,1590,1500,Brooklyn,3009400,4012,Sunset Park East,BK34,5203.583962,3,-0.043752,3,0.071872,7.19,High,229,3,Brooklyn,312,43,4,206,3,12073401.29,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK12434_2029_1,2029,3644.894994,813343.4813,223.1459295
675,Polygon,242,206,Brooklyn,3014100,4005,Park Slope-Gowanus,BK37,5436.318716,3,-1.145819,2,0.042902,4.29,Low,194,3,Brooklyn,306,39,1,207,1,20859552.55,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK06391_2027_1,2027,4184.631735,816606.5154,195.1441769
637,Polygon,219,183,Brooklyn,3010400,4012,Sunset Park East,BK34,5221.791692,3,1.280992,4,0.071872,7.19,High,199,3,Brooklyn,307,38,2,153,3,12506392.27,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK07382_2029_1,2029,3662.092798,819191.2981,223.6948497
638,Polygon,219,183,Brooklyn,3010400,4012,Sunset Park East,BK34,5221.791692,3,1.280992,4,0.071872,7.19,High,229,3,Brooklyn,312,43,4,206,3,12073401.29,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK12434_2029_1,2029,3661.858553,820199.6781,223.9845331
1620,Polygon,1011,932,Queens,4011200,4111,Richmond Hill,QN54,6398.945814,4,0.723978,4,0.060642,6.06,High,345,4,Queens,410,28,2,556,8,12182529.08,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN10282_2034_3,2034,3585.237594,821539.7655,229.1451386
446,Polygon,60,48,Manhattan,1006800,3808,Gramercy,MN21,5723.883038,1,0.529578,3,0.055001,5.5,Low,28,1,Manhattan,105,3,5,149,4,4582960.913,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN05035_2030_2,2030,4412.39504,825028.3182,186.9797039
2995,Polygon,1952,1827,Brooklyn,3009000,4012,Sunset Park East,BK34,5208.353728,3,-0.012461,3,0.071872,7.19,High,200,3,Brooklyn,307,38,3,194,6,30256683.97,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK07383_2032_2,2032,3678.367519,825062.7605,224.3013392
1376,Polygon,824,754,Bronx,2017901,3708,East Concourse-Concourse Village,BX14,3668.116887,2,3.043218,5,0.108007,10.8,High,81,2,Bronx,204,16,3,161,9,18012068.19,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX04163_2035_3,2035,3668.117239,825937.2127,225.1665252
1377,Polygon,825,755,Bronx,2017902,3708,East Concourse-Concourse Village,BX14,3696.533607,2,2.219076,5,0.108007,10.8,High,81,2,Bronx,204,16,3,161,9,18012068.19,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX04163_2035_3,2035,3696.533481,827548.418,223.8714791
983,Polygon,485,449,Brooklyn,3051001,4015,Flatbush,BK42,3652.726205,3,4.402165,5,0.072634,7.26,High,241,3,Brooklyn,314,40,2,192,3,12559414.7,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK14402_2029_1,2029,3652.725806,828176.4375,226.7283343
1378,Polygon,826,756,Bronx,2018101,3708,East Concourse-Concourse Village,BX14,4191.700016,2,3.456744,5,0.108007,10.8,High,81,2,Bronx,204,16,3,161,9,18012068.19,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX04163_2035_3,2035,4191.700021,831112.8971,198.275853
3186,Polygon,2051,1917,Bronx,2039700,3705,Belmont,BX06,10993.02401,2,-1.509826,2,0.093919,9.39,High,91,2,Bronx,207,11,3,147,5,16250597.25,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX07113_2031_2,2031,6786.047516,836826.6721,123.3157696
480,Polygon,97,68,Manhattan,1011202,3807,Midtown-Midtown South,MN17,3688.762328,1,-1.793018,2,0.054174,5.42,Low,30,1,Manhattan,105,4,7,143,4,2700518.647,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN05047_2030_2,2030,3688.761849,839525.8368,227.590143
2748,Polygon,1789,1683,Manhattan,1003002,3809,East Village,MN22,4045.166364,1,-0.956671,2,0.082539,8.25,High,5,1,Manhattan,103,1,5,138,5,5653151.87,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN03015_2031_2,2031,4045.166043,841097.8915,207.9266667
980,Polygon,482,446,Brooklyn,3050801,4015,Flatbush,BK42,3753.54544,3,4.627138,5,0.072634,7.26,High,242,3,Brooklyn,314,40,3,147,3,9827176.434,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK14403_2029_1,2029,3753.545116,842215.909,224.3787894
1401,Polygon,843,772,Bronx,2022102,3708,West Concourse,BX63,3892.762128,2,2.929591,5,0.108007,10.8,High,80,2,Bronx,204,16,2,160,3,8352980.89,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX04162_2029_1,2029,3892.762135,842620.113,216.4581559
1731,Polygon,1099,1020,Queens,4026902,4107,Elmhurst,QN29,3699.99217,4,0.697425,4,0.074167,7.42,High,304,4,Queens,404,25,4,544,1,12285147.62,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN04254_2027_1,2027,3699.992117,844998.182,228.3783736
2089,Polygon,1364,1285,Queens,4117500,4103,Murray Hill,QN51,10979.17122,4,-2.426444,1,0.080454,8.05,High,359,4,Queens,411,20,8,566,3,19076430.38,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN11208_2029_1,2029,3759.805465,845991.655,225.0094221
1954,Polygon,1269,1190,Queens,4064101,4111,Woodhaven,QN53,4177.98168,4,-4.769243,1,0.060642,6.06,High,341,4,Queens,409,32,4,571,7,18069874.3,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN09324_2033_3,2033,4132.256521,846741.679,204.9102409
3298,Polygon,2124,1989,Queens,4026500,4109,Elmhurst-Maspeth,QN50,6817.924189,4,-0.251283,3,0.053331,5.33,Low,296,4,Queens,402,26,4,500,1,14491554.83,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN02264_2027_1,2027,6008.112522,847186.6213,141.0071163
3600,Polygon,2275,2133,Bronx,2023100,3707,Mount Hope,BX41,4641.066838,2,2.536431,5,0.118484,11.85,High,84,2,Bronx,205,15,2,114,8,16957028.35,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX05152_2034_3,2034,3928.345648,848707.7052,216.0471051
479,Polygon,95,67,Manhattan,1011201,3807,Midtown-Midtown South,MN17,3716.146787,1,-2.159879,1,0.054174,5.42,Low,25,1,Manhattan,105,6,2,156,1,3290584.458,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN05062_2027_1,2027,3716.146337,856164.2136,230.3903388
2938,Polygon,1920,1798,Brooklyn,3025901,4003,Bedford,BK75,4269.118786,3,2.99978,5,0.076061,7.61,High,176,3,Brooklyn,303,36,2,192,9,19007598.16,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK03362_2035_3,2035,4269.118859,863635.8562,202.2983863
3300,Polygon,2124,1989,Queens,4026500,4109,Elmhurst-Maspeth,QN50,6817.924189,4,-0.251283,3,0.053331,5.33,Low,304,4,Queens,404,25,4,544,1,12285147.62,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN04254_2027_1,2027,4055.649761,867650.9568,213.9363623
2460,Polygon,1616,1524,Manhattan,1001001,3809,Lower East Side,MN28,3924.876815,1,-3.568293,1,0.082539,8.25,High,6,1,Manhattan,103,1,6,151,7,7809053.35,<Null>,<Null>,9-Jul,"Manhattan, Year 7-9",Phase 3,MN03016_2033_3,2033,3924.843895,868052.3451,221.1686295
1507,Polygon,925,846,Bronx,2040501,3706,Bedford Park-Fordham North,BX05,4542.805276,2,0.963085,4,0.092937,9.29,High,91,2,Bronx,207,11,3,147,5,16250597.25,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX07113_2031_2,2031,4542.80522,873436.9998,192.2682038
1294,Polygon,732,696,Bronx,2002701,3710,Mott Haven-Port Morris,BX39,4113.174524,2,4.787833,5,0.10098,10.1,High,69,2,Bronx,201,8,1,147,6,26057407.25,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX01081_2032_2,2032,4113.175021,877836.9071,213.4207522
2547,Polygon,1659,1565,Bronx,2006000,3705,Crotona Park East,BX75,7816.396779,2,-0.420908,3,0.093919,9.39,High,111,2,Bronx,209,17,7,151,5,8904042.911,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX09177_2031_2,2031,4190.817684,878497.7292,209.6244207
1806,Polygon,1152,1073,Queens,4040900,4102,North Corona,QN26,7998.159498,4,1.547721,4,0.061023,6.1,High,298,4,Queens,403,21,2,621,5,19399713.98,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN03212_2031_2,2031,4496.412077,878547.2617,195.3885112
1698,Polygon,1078,999,Queens,4023600,4106,Briarwood-Jamaica Hills,QN35,5717.55591,4,-0.116385,3,0.064509,6.45,High,370,4,Queens,412,27,8,508,4,14397147.78,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN12278_2030_2,2030,3839.658898,885795.8289,230.6964896
1111,Polygon,594,558,Brooklyn,3076600,4015,Flatbush,BK42,4502.424216,3,1.463712,4,0.072634,7.26,High,243,3,Brooklyn,314,45,4,171,6,17446111.34,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK14454_2032_2,2032,4501.804282,886392.851,196.8972429
